Sexo;Comunidades Autónomas;Días trabajados en el domicilio particular;Periodo;Total
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2012;17,2
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2011;12,7
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2010;16,6
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2009;11,4
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2008;8,6
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2007;14,8
Ambos sexos;05 Canarias;Más de la mitad de los días que trabajó;2006;11
Ambos sexos;05 Canarias;Ningún día;2021;661,5
Ambos sexos;05 Canarias;Ningún día;2020;660,4
Ambos sexos;05 Canarias;Ningún día;2019;747,3
Ambos sexos;05 Canarias;Ningún día;2018;758,9
Ambos sexos;05 Canarias;Ningún día;2017;713,2
Ambos sexos;05 Canarias;Ningún día;2016;675,4
Ambos sexos;05 Canarias;Ningún día;2015;633,5
Ambos sexos;05 Canarias;Ningún día;2014;611,3
Ambos sexos;05 Canarias;Ningún día;2013;584,7
Ambos sexos;05 Canarias;Ningún día;2012;606,3
Ambos sexos;05 Canarias;Ningún día;2011;637,5
Ambos sexos;05 Canarias;Ningún día;2010;598,1
Ambos sexos;05 Canarias;Ningún día;2009;649,4
Ambos sexos;05 Canarias;Ningún día;2008;706,5
Ambos sexos;05 Canarias;Ningún día;2007;728,7
Ambos sexos;05 Canarias;Ningún día;2006;706,7
Ambos sexos;05 Canarias;No sabe;2021;12,2
Ambos sexos;05 Canarias;No sabe;2020;26,9
Ambos sexos;05 Canarias;No sabe;2019;13,3
Ambos sexos;05 Canarias;No sabe;2018;5,4
Ambos sexos;05 Canarias;No sabe;2017;5
Ambos sexos;05 Canarias;No sabe;2016;9,1
Ambos sexos;05 Canarias;No sabe;2015;7,1
Ambos sexos;05 Canarias;No sabe;2014;5,7
Ambos sexos;05 Canarias;No sabe;2013;3
Ambos sexos;05 Canarias;No sabe;2012;2,5
Ambos sexos;05 Canarias;No sabe;2011;3,3
Ambos sexos;05 Canarias;No sabe;2010;5,2
Ambos sexos;05 Canarias;No sabe;2009;3,3
Ambos sexos;05 Canarias;No sabe;2008;2,7
Ambos sexos;05 Canarias;No sabe;2007;5,9
Ambos sexos;05 Canarias;No sabe;2006;4,9
Ambos sexos;06 Cantabria;Total;2021;199,2
Ambos sexos;06 Cantabria;Total;2020;197,5
Ambos sexos;06 Cantabria;Total;2019;201,4
Ambos sexos;06 Cantabria;Total;2018;201,8
Ambos sexos;06 Cantabria;Total;2017;199,2
Ambos sexos;06 Cantabria;Total;2016;184,2
Ambos sexos;06 Cantabria;Total;2015;186,6
Ambos sexos;06 Cantabria;Total;2014;189,4
Ambos sexos;06 Cantabria;Total;2013;183,2
Ambos sexos;06 Cantabria;Total;2012;196,2
Ambos sexos;06 Cantabria;Total;2011;202,9
Ambos sexos;06 Cantabria;Total;2010;196,1
Ambos sexos;06 Cantabria;Total;2009;202,9
Ambos sexos;06 Cantabria;Total;2008;211,2
Ambos sexos;06 Cantabria;Total;2007;213,2
Ambos sexos;06 Cantabria;Total;2006;205,2
Ambos sexos;06 Cantabria;Ocasionalmente;2021;6
Ambos sexos;06 Cantabria;Ocasionalmente;2020;3,2
Ambos sexos;06 Cantabria;Ocasionalmente;2019;2,1
Ambos sexos;06 Cantabria;Ocasionalmente;2018;1,1
Ambos sexos;06 Cantabria;Ocasionalmente;2017;2,9
Ambos sexos;06 Cantabria;Ocasionalmente;2016;1,7
Ambos sexos;06 Cantabria;Ocasionalmente;2015;1,9
Ambos sexos;06 Cantabria;Ocasionalmente;2014;3,2
Ambos sexos;06 Cantabria;Ocasionalmente;2013;1,6
Ambos sexos;06 Cantabria;Ocasionalmente;2012;1,7
Ambos sexos;06 Cantabria;Ocasionalmente;2011;1,6
Ambos sexos;06 Cantabria;Ocasionalmente;2010;1
Ambos sexos;06 Cantabria;Ocasionalmente;2009;1,6
Ambos sexos;06 Cantabria;Ocasionalmente;2008;1,3
Ambos sexos;06 Cantabria;Ocasionalmente;2007;1,5
Ambos sexos;06 Cantabria;Ocasionalmente;2006;2,1
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2021;9
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2020;8,1
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2019;2,6
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2018;4,4
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2017;3,1
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2016;2,7
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2015;2,7
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2014;5,9
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2013;4
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2012;3,9
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2011;3,8
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2010;4
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2009;3,3
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2008;2,7
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2007;3,6
Ambos sexos;06 Cantabria;Más de la mitad de los días que trabajó;2006;3,6
Ambos sexos;06 Cantabria;Ningún día;2021;181,9
Ambos sexos;06 Cantabria;Ningún día;2020;183,9
Ambos sexos;06 Cantabria;Ningún día;2019;194,6
Ambos sexos;06 Cantabria;Ningún día;2018;194,5
Ambos sexos;06 Cantabria;Ningún día;2017;190,5
Ambos sexos;06 Cantabria;Ningún día;2016;178,8
Ambos sexos;06 Cantabria;Ningún día;2015;180,2
Ambos sexos;06 Cantabria;Ningún día;2014;176,5
Ambos sexos;06 Cantabria;Ningún día;2013;175,6
Ambos sexos;06 Cantabria;Ningún día;2012;188,5
Ambos sexos;06 Cantabria;Ningún día;2011;195,8
Ambos sexos;06 Cantabria;Ningún día;2010;190,1
Ambos sexos;06 Cantabria;Ningún día;2009;197
Ambos sexos;06 Cantabria;Ningún día;2008;206,1
Ambos sexos;06 Cantabria;Ningún día;2007;207,2
Ambos sexos;06 Cantabria;Ningún día;2006;198,6
Ambos sexos;06 Cantabria;No sabe;2021;2,3
Ambos sexos;06 Cantabria;No sabe;2020;2,3
Ambos sexos;06 Cantabria;No sabe;2019;2,1
Ambos sexos;06 Cantabria;No sabe;2018;1,8
Ambos sexos;06 Cantabria;No sabe;2017;2,7
Ambos sexos;06 Cantabria;No sabe;2016;1,1
Ambos sexos;06 Cantabria;No sabe;2015;1,7
Ambos sexos;06 Cantabria;No sabe;2014;3,8
Ambos sexos;06 Cantabria;No sabe;2013;2
Ambos sexos;06 Cantabria;No sabe;2012;2,2
Ambos sexos;06 Cantabria;No sabe;2011;1,7
Ambos sexos;06 Cantabria;No sabe;2010;1,1
Ambos sexos;06 Cantabria;No sabe;2009;1
Ambos sexos;06 Cantabria;No sabe;2008;1
Ambos sexos;06 Cantabria;No sabe;2007;1
Ambos sexos;06 Cantabria;No sabe;2006;0,9
Ambos sexos;07 Castilla y León;Total;2021;792,6
Ambos sexos;07 Castilla y León;Total;2020;789
Ambos sexos;07 Castilla y León;Total;2019;802,3
Ambos sexos;07 Castilla y León;Total;2018;800,1
Ambos sexos;07 Castilla y León;Total;2017;767
Ambos sexos;07 Castilla y León;Total;2016;755,2
Ambos sexos;07 Castilla y León;Total;2015;747,1
Ambos sexos;07 Castilla y León;Total;2014;710,1
Ambos sexos;07 Castilla y León;Total;2013;723,3
Ambos sexos;07 Castilla y León;Total;2012;762
Ambos sexos;07 Castilla y León;Total;2011;799,4
Ambos sexos;07 Castilla y León;Total;2010;800,1
Ambos sexos;07 Castilla y León;Total;2009;801,5
Ambos sexos;07 Castilla y León;Total;2008;831,1
Ambos sexos;07 Castilla y León;Total;2007;846,7
Ambos sexos;07 Castilla y León;Total;2006;827,2
Ambos sexos;07 Castilla y León;Ocasionalmente;2021;27,8
Ambos sexos;07 Castilla y León;Ocasionalmente;2020;15,4
Ambos sexos;07 Castilla y León;Ocasionalmente;2019;10,9
Ambos sexos;07 Castilla y León;Ocasionalmente;2018;7,7
Ambos sexos;07 Castilla y León;Ocasionalmente;2017;6,2
Ambos sexos;07 Castilla y León;Ocasionalmente;2016;7
Ambos sexos;07 Castilla y León;Ocasionalmente;2015;5,8
Ambos sexos;07 Castilla y León;Ocasionalmente;2014;6,1
Ambos sexos;07 Castilla y León;Ocasionalmente;2013;8,2
Ambos sexos;07 Castilla y León;Ocasionalmente;2012;8,4
Ambos sexos;07 Castilla y León;Ocasionalmente;2011;7,2
Ambos sexos;07 Castilla y León;Ocasionalmente;2010;5,9
Ambos sexos;07 Castilla y León;Ocasionalmente;2009;6,7
Ambos sexos;07 Castilla y León;Ocasionalmente;2008;7,4
Ambos sexos;07 Castilla y León;Ocasionalmente;2007;4,8
Ambos sexos;07 Castilla y León;Ocasionalmente;2006;6
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2021;41,5
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2020;54,2
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2019;21,9
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2018;12,3
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2017;13
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2016;16,2
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2015;15,7
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2014;12,6
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2013;17,7
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2012;28,3
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2011;20,5
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2010;16,4
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2009;15,1
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2008;7,6
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2007;11,1
Ambos sexos;07 Castilla y León;Más de la mitad de los días que trabajó;2006;10,6
Ambos sexos;07 Castilla y León;Ningún día;2021;716,4
Ambos sexos;07 Castilla y León;Ningún día;2020;710
Ambos sexos;07 Castilla y León;Ningún día;2019;760,5
Ambos sexos;07 Castilla y León;Ningún día;2018;771,4
Ambos sexos;07 Castilla y León;Ningún día;2017;742,1
Ambos sexos;07 Castilla y León;Ningún día;2016;724,1
Ambos sexos;07 Castilla y León;Ningún día;2015;719,3
Ambos sexos;07 Castilla y León;Ningún día;2014;683,9
Ambos sexos;07 Castilla y León;Ningún día;2013;689,6
Ambos sexos;07 Castilla y León;Ningún día;2012;716,4
Ambos sexos;07 Castilla y León;Ningún día;2011;763,9
Ambos sexos;07 Castilla y León;Ningún día;2010;771,2
Ambos sexos;07 Castilla y León;Ningún día;2009;773,8
Ambos sexos;07 Castilla y León;Ningún día;2008;807,2
Ambos sexos;07 Castilla y León;Ningún día;2007;822,3
Ambos sexos;07 Castilla y León;Ningún día;2006;801,7
Ambos sexos;07 Castilla y León;No sabe;2021;6,9
Ambos sexos;07 Castilla y León;No sabe;2020;9,5
Ambos sexos;07 Castilla y León;No sabe;2019;8,9
Ambos sexos;07 Castilla y León;No sabe;2018;8,6
Ambos sexos;07 Castilla y León;No sabe;2017;5,7
Ambos sexos;07 Castilla y León;No sabe;2016;8
Ambos sexos;07 Castilla y León;No sabe;2015;6,3
Ambos sexos;07 Castilla y León;No sabe;2014;7,5
Ambos sexos;07 Castilla y León;No sabe;2013;7,8
Ambos sexos;07 Castilla y León;No sabe;2012;8,9
Ambos sexos;07 Castilla y León;No sabe;2011;7,8
Ambos sexos;07 Castilla y León;No sabe;2010;6,7
Ambos sexos;07 Castilla y León;No sabe;2009;5,9
Ambos sexos;07 Castilla y León;No sabe;2008;8,8
Ambos sexos;07 Castilla y León;No sabe;2007;8,4
Ambos sexos;07 Castilla y León;No sabe;2006;8,8
Ambos sexos;08 Castilla - La Mancha;Total;2021;690,8
Ambos sexos;08 Castilla - La Mancha;Total;2020;661,3
Ambos sexos;08 Castilla - La Mancha;Total;2019;683,1
Ambos sexos;08 Castilla - La Mancha;Total;2018;643,8
Ambos sexos;08 Castilla - La Mancha;Total;2017;633,8
Ambos sexos;08 Castilla - La Mancha;Total;2016;614,5
Ambos sexos;08 Castilla - La Mancha;Total;2015;595,2
Ambos sexos;08 Castilla - La Mancha;Total;2014;569,4
Ambos sexos;08 Castilla - La Mancha;Total;2013;561,7
Ambos sexos;08 Castilla - La Mancha;Total;2012;584,9
Ambos sexos;08 Castilla - La Mancha;Total;2011;638,8
Ambos sexos;08 Castilla - La Mancha;Total;2010;645,9
Ambos sexos;08 Castilla - La Mancha;Total;2009;661,9
Ambos sexos;08 Castilla - La Mancha;Total;2008;671,8
Ambos sexos;08 Castilla - La Mancha;Total;2007;693,8
Ambos sexos;08 Castilla - La Mancha;Total;2006;635,3
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2021;20,8
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2020;11
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2019;8,9
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2018;7,5
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2017;6,4
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2016;5,5
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2015;7
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2014;4,5
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2013;9,5
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2012;5,8
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2011;9,2
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2010;5
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2009;7,7
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2008;3,7
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2007;4,3
Ambos sexos;08 Castilla - La Mancha;Ocasionalmente;2006;5,5
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2021;40,3
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2020;44,1
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2019;18
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2018;11,9
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2017;12,4
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2016;10,2
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2015;12,9
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2014;11,5
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2013;14,6
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2012;18,3
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2011;16,3
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2010;11,6
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2009;11,4
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2008;12,8
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2007;6,5
Ambos sexos;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2006;6,3
Ambos sexos;08 Castilla - La Mancha;Ningún día;2021;624,1
Ambos sexos;08 Castilla - La Mancha;Ningún día;2020;597,5
Ambos sexos;08 Castilla - La Mancha;Ningún día;2019;649
Ambos sexos;08 Castilla - La Mancha;Ningún día;2018;616,3
Ambos sexos;08 Castilla - La Mancha;Ningún día;2017;610,3
Ambos sexos;08 Castilla - La Mancha;Ningún día;2016;590,9
Ambos sexos;08 Castilla - La Mancha;Ningún día;2015;568,1
Ambos sexos;08 Castilla - La Mancha;Ningún día;2014;546,3
Ambos sexos;08 Castilla - La Mancha;Ningún día;2013;532
Ambos sexos;08 Castilla - La Mancha;Ningún día;2012;553,4
Ambos sexos;08 Castilla - La Mancha;Ningún día;2011;606,3
Ambos sexos;08 Castilla - La Mancha;Ningún día;2010;620,7
Ambos sexos;08 Castilla - La Mancha;Ningún día;2009;634,1
Ambos sexos;08 Castilla - La Mancha;Ningún día;2008;650,4
Ambos sexos;08 Castilla - La Mancha;Ningún día;2007;677,9
Ambos sexos;08 Castilla - La Mancha;Ningún día;2006;620,1
Ambos sexos;08 Castilla - La Mancha;No sabe;2021;5,6
Ambos sexos;08 Castilla - La Mancha;No sabe;2020;8,7
Ambos sexos;08 Castilla - La Mancha;No sabe;2019;7,2
Ambos sexos;08 Castilla - La Mancha;No sabe;2018;8,1
Ambos sexos;08 Castilla - La Mancha;No sabe;2017;4,7
Ambos sexos;08 Castilla - La Mancha;No sabe;2016;7,9
Ambos sexos;08 Castilla - La Mancha;No sabe;2015;7,2
Ambos sexos;08 Castilla - La Mancha;No sabe;2014;7,1
Ambos sexos;08 Castilla - La Mancha;No sabe;2013;5,6
Ambos sexos;08 Castilla - La Mancha;No sabe;2012;7,4
Ambos sexos;08 Castilla - La Mancha;No sabe;2011;6,9
Ambos sexos;08 Castilla - La Mancha;No sabe;2010;8,6
Ambos sexos;08 Castilla - La Mancha;No sabe;2009;8,7
Ambos sexos;08 Castilla - La Mancha;No sabe;2008;4,9
Ambos sexos;08 Castilla - La Mancha;No sabe;2007;5,1
Ambos sexos;08 Castilla - La Mancha;No sabe;2006;3,3
Ambos sexos;09 Cataluña;Total;2021;2.919,7
Ambos sexos;09 Cataluña;Total;2020;2.809,3
Ambos sexos;09 Cataluña;Total;2019;2.918,3
Ambos sexos;09 Cataluña;Total;2018;2.844,2
Ambos sexos;09 Cataluña;Total;2017;2.741,5
Ambos sexos;09 Cataluña;Total;2016;2.665,5
Ambos sexos;09 Cataluña;Total;2015;2.547,2
Ambos sexos;09 Cataluña;Total;2014;2.495,1
Ambos sexos;09 Cataluña;Total;2013;2.527,5
Ambos sexos;09 Cataluña;Total;2012;2.546
Ambos sexos;09 Cataluña;Total;2011;2.705,2
Ambos sexos;09 Cataluña;Total;2010;2.729,6
Ambos sexos;09 Cataluña;Total;2009;2.745,9
Ambos sexos;09 Cataluña;Total;2008;2.967,1
Ambos sexos;09 Cataluña;Total;2007;3.022
Ambos sexos;09 Cataluña;Total;2006;2.865,5
Ambos sexos;09 Cataluña;Ocasionalmente;2021;155,9
Ambos sexos;09 Cataluña;Ocasionalmente;2020;103,5
Ambos sexos;09 Cataluña;Ocasionalmente;2019;62,1
Ambos sexos;09 Cataluña;Ocasionalmente;2018;46,5
Ambos sexos;09 Cataluña;Ocasionalmente;2017;28
Ambos sexos;09 Cataluña;Ocasionalmente;2016;19,4
Ambos sexos;09 Cataluña;Ocasionalmente;2015;16,3
Ambos sexos;09 Cataluña;Ocasionalmente;2014;14,2
Ambos sexos;09 Cataluña;Ocasionalmente;2013;28,3
Ambos sexos;09 Cataluña;Ocasionalmente;2012;23,1
Ambos sexos;09 Cataluña;Ocasionalmente;2011;39,4
Ambos sexos;09 Cataluña;Ocasionalmente;2010;29,1
Ambos sexos;09 Cataluña;Ocasionalmente;2009;14,8
Ambos sexos;09 Cataluña;Ocasionalmente;2008;14,9
Ambos sexos;09 Cataluña;Ocasionalmente;2007;12,8
Ambos sexos;09 Cataluña;Ocasionalmente;2006;23,2
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2021;320,5
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2020;313,4
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2019;70,8
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2018;50
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2017;47,7
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2016;27,9
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2015;23,2
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2014;17,3
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2013;49,2
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2012;48,2
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2011;51,2
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2010;52,5
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2009;30,3
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2008;50
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2007;35,2
Ambos sexos;09 Cataluña;Más de la mitad de los días que trabajó;2006;26,7
Ambos sexos;09 Cataluña;Ningún día;2021;2.418,8
Ambos sexos;09 Cataluña;Ningún día;2020;2.336,8
Ambos sexos;09 Cataluña;Ningún día;2019;2.758,4
Ambos sexos;09 Cataluña;Ningún día;2018;2.714,4
Ambos sexos;09 Cataluña;Ningún día;2017;2.648,4
Ambos sexos;09 Cataluña;Ningún día;2016;2.607,5
Ambos sexos;09 Cataluña;Ningún día;2015;2.503,8
Ambos sexos;09 Cataluña;Ningún día;2014;2.451,4
Ambos sexos;09 Cataluña;Ningún día;2013;2.428,7
Ambos sexos;09 Cataluña;Ningún día;2012;2.461,6
Ambos sexos;09 Cataluña;Ningún día;2011;2.599,6
Ambos sexos;09 Cataluña;Ningún día;2010;2.633,2
Ambos sexos;09 Cataluña;Ningún día;2009;2.690,3
Ambos sexos;09 Cataluña;Ningún día;2008;2.893,4
Ambos sexos;09 Cataluña;Ningún día;2007;2.964,6
Ambos sexos;09 Cataluña;Ningún día;2006;2.806,3
Ambos sexos;09 Cataluña;No sabe;2021;24,5
Ambos sexos;09 Cataluña;No sabe;2020;55,6
